expense_id,employee_id,department,job_level,category,amount,currency,expense_date,day_of_week,weekend,submission_hour,travel_distance_km,city,country,receipt_uploaded,manager_approved,claim_delay_days,is_anomaly
EXP08011,EMP030,Finance,Senior,MEAL,107.28,MAD,2026-04-21,TUESDAY,0,15,0,Marrakech,Morocco,1,1,2,0
EXP08012,EMP091,IT,Director,TRAVEL,398.13,MAD,2026-02-10,TUESDAY,0,18,131,Tanger,Morocco,1,1,7,0
EXP08013,EMP082,HR,Senior,TRAVEL,368.01,MAD,2026-03-20,FRIDAY,0,15,270,Agadir,Morocco,1,1,1,0
EXP08014,EMP031,HR,Senior,TRAVEL,394.75,MAD,2026-04-30,THURSDAY,0,15,185,Marrakech,Morocco,1,1,6,0
EXP08015,EMP042,IT,Senior,FUEL,282.76,MAD,2026-05-09,SATURDAY,1,8,254,Tanger,Morocco,1,1,1,0
EXP08016,EMP046,Sales,Senior,TRAVEL,365.62,MAD,2026-04-16,THURSDAY,0,8,5,Agadir,Morocco,1,1,2,0
EXP08017,EMP055,Operations,Manager,TRAVEL,456.67,MAD,2026-03-15,SUNDAY,1,10,17,Rabat,Morocco,1,1,5,0
EXP08018,EMP111,IT,Junior,HOTEL,853.7,MAD,2026-02-19,THURSDAY,0,8,247,Rabat,Morocco,1,1,4,0
EXP08019,EMP056,Sales,Junior,CLIENT_MEETING,234.01,MAD,2026-01-29,THURSDAY,0,18,0,Rabat,Morocco,1,1,2,0
EXP08020,EMP122,Sales,Junior,OTHER,133.53,MAD,2026-04-08,WEDNESDAY,0,19,0,Fès,Morocco,0,1,6,0
EXP08021,EMP126,Finance,Senior,HOTEL,792.21,MAD,2026-01-23,FRIDAY,0,9,184,Rabat,Morocco,1,1,4,0
EXP08022,EMP025,Operations,Director,HOTEL,886.11,MAD,2026-04-20,MONDAY,0,13,272,Casablanca,Morocco,1,1,1,0
EXP08023,EMP071,Sales,Director,FUEL,312.95,MAD,2026-02-18,WEDNESDAY,0,8,110,Rabat,Morocco,1,1,7,0
EXP08024,EMP019,HR,Director,TRAVEL,485.93,MAD,2026-03-14,SATURDAY,1,8,181,Agadir,Morocco,1,1,3,0
EXP08025,EMP042,Marketing,Junior,TRAVEL,376.53,MAD,2026-02-10,TUESDAY,0,10,296,Agadir,Morocco,1,1,1,0
EXP08026,EMP135,Sales,Director,TRAVEL,452.88,MAD,2026-05-25,MONDAY,0,9,239,Tanger,Morocco,1,0,5,0
EXP08027,EMP085,Operations,Director,MEAL,148.12,MAD,2026-01-30,FRIDAY,0,15,0,Tanger,Morocco,1,1,5,0
EXP08028,EMP067,HR,Junior,HOTEL,819.87,MAD,2026-02-09,MONDAY,0,9,230,Marrakech,Morocco,1,1,3,0
EXP08029,EMP124,HR,Senior,OTHER,238.18,MAD,2026-04-03,FRIDAY,0,15,0,Marrakech,Morocco,1,1,7,0
EXP08030,EMP130,IT,Junior,TRAINING,258.31,MAD,2026-01-20,TUESDAY,0,11,0,Rabat,Morocco,1,1,1,0
EXP08031,EMP049,HR,Senior,TRAVEL,384.06,MAD,2026-04-04,SATURDAY,1,13,257,Tanger,Morocco,1,1,4,0
EXP08032,EMP147,IT,Senior,OTHER,208.51,MAD,2026-04-25,SATURDAY,1,9,0,Casablanca,Morocco,1,1,7,0
EXP08033,EMP015,Operations,Manager,HOTEL,7287.21,MAD,2026-04-21,TUESDAY,0,23,8,Marrakech,Morocco,0,0,44,1
EXP08034,EMP148,IT,Senior,OFFICE_SUPPLIES,218.62,MAD,2026-03-24,TUESDAY,0,12,0,Agadir,Morocco,1,1,2,0
EXP08035,EMP116,Sales,Senior,MEAL,137.84,MAD,2026-04-19,SUNDAY,1,13,0,Tanger,Morocco,1,1,3,0
EXP08036,EMP090,IT,Junior,CLIENT_MEETING,255.8,MAD,2026-02-19,THURSDAY,0,15,0,Rabat,Morocco,0,1,1,0
EXP08037,EMP040,Finance,Director,MEAL,149.23,MAD,2026-06-05,FRIDAY,0,9,0,Casablanca,Morocco,1,1,2,0
EXP08038,EMP122,Operations,Manager,TRAVEL,434.67,MAD,2026-03-07,SATURDAY,1,10,177,Rabat,Morocco,1,1,5,0
EXP08039,EMP056,Sales,Director,OTHER,250.72,MAD,2026-01-31,SATURDAY,1,16,0,Marrakech,Morocco,1,1,1,0
EXP08040,EMP138,IT,Manager,HOTEL,806.69,MAD,2026-02-21,SATURDAY,1,12,14,Agadir,Morocco,1,1,6,0
EXP08041,EMP069,Marketing,Junior,HOTEL,836.79,MAD,2026-02-28,SATURDAY,1,14,74,Agadir,Morocco,1,1,6,0
EXP08042,EMP123,Finance,Manager,FUEL,301.91,MAD,2026-01-30,FRIDAY,0,15,283,Rabat,Morocco,1,1,5,0
EXP08043,EMP104,IT,Director,FUEL,307.13,MAD,2026-05-11,MONDAY,0,12,199,Fès,Morocco,1,1,2,0
EXP08044,EMP039,Finance,Manager,HOTEL,810.95,MAD,2026-04-01,WEDNESDAY,0,18,276,Rabat,Morocco,1,1,5,0
EXP08045,EMP032,IT,Senior,FUEL,308.82,MAD,2026-01-13,TUESDAY,0,18,27,Agadir,Morocco,1,1,4,0
EXP08046,EMP128,Marketing,Director,MEAL,121.09,MAD,2026-01-28,WEDNESDAY,0,9,0,Rabat,Morocco,1,1,3,0
EXP08047,EMP001,Sales,Junior,HOTEL,879.64,MAD,2026-05-11,MONDAY,0,8,191,Tanger,Morocco,1,1,4,0
EXP08048,EMP107,Operations,Senior,MEAL,189.39,MAD,2026-05-25,MONDAY,0,15,0,Casablanca,Morocco,1,1,1,0
EXP08049,EMP116,Finance,Junior,HOTEL,868.08,MAD,2026-05-29,FRIDAY,0,13,263,Agadir,Morocco,1,1,7,0
EXP08050,EMP104,Finance,Junior,FUEL,331.49,MAD,2026-05-07,THURSDAY,0,14,250,Tanger,Morocco,1,1,1,0
EXP08051,EMP135,Marketing,Manager,MEAL,170.98,MAD,2026-03-28,SATURDAY,1,16,0,Fès,Morocco,1,1,7,0
EXP08052,EMP130,Marketing,Director,TRAVEL,389.04,MAD,2026-03-10,TUESDAY,0,18,69,Marrakech,Morocco,1,1,3,0
EXP08053,EMP075,HR,Junior,MEAL,111.17,MAD,2026-02-26,THURSDAY,0,16,0,Rabat,Morocco,1,1,6,0
EXP08054,EMP028,HR,Manager,FUEL,310.41,MAD,2026-02-15,SUNDAY,1,15,212,Rabat,Morocco,1,1,2,0
EXP08055,EMP023,IT,Senior,HOTEL,861.9,MAD,2026-03-11,WEDNESDAY,0,9,238,Tanger,Morocco,1,1,2,0
EXP08056,EMP101,Sales,Manager,MEAL,165.65,MAD,2026-01-28,WEDNESDAY,0,16,0,Marrakech,Morocco,1,1,7,0
EXP08057,EMP125,IT,Junior,TRAVEL,382.8,MAD,2026-05-15,FRIDAY,0,18,174,Marrakech,Morocco,1,1,4,0
EXP08058,EMP047,Finance,Senior,OTHER,307.12,MAD,2026-04-07,TUESDAY,0,16,0,Marrakech,Morocco,1,1,5,0
EXP08059,EMP134,Operations,Director,FUEL,325.36,MAD,2026-03-19,THURSDAY,0,10,105,Casablanca,Morocco,1,1,7,0
EXP08060,EMP122,Sales,Manager,HOTEL,866.3,MAD,2026-03-26,THURSDAY,0,10,178,Agadir,Morocco,1,1,2,0
EXP08061,EMP066,IT,Manager,MEAL,96.81,MAD,2026-04-14,TUESDAY,0,9,0,Fès,Morocco,1,1,6,0
EXP08062,EMP120,IT,Senior,TRAVEL,349.67,MAD,2026-03-08,SUNDAY,1,10,211,Casablanca,Morocco,1,1,3,0
EXP08063,EMP062,Operations,Senior,MEAL,183.34,MAD,2026-04-07,TUESDAY,0,10,0,Casablanca,Morocco,1,1,2,0
EXP08064,EMP112,Marketing,Manager,TRAVEL,9338.35,MAD,2026-01-25,SUNDAY,1,3,10,Rabat,Morocco,0,0,39,1
EXP08065,EMP139,IT,Senior,MEAL,159.06,MAD,2026-06-20,SATURDAY,1,15,0,Fès,Morocco,1,1,7,0
EXP08066,EMP065,Operations,Manager,OFFICE_SUPPLIES,257.64,MAD,2026-06-12,FRIDAY,0,13,0,Agadir,Morocco,1,1,5,0
EXP08067,EMP101,IT,Director,MEAL,154.29,MAD,2026-05-23,SATURDAY,1,11,0,Marrakech,Morocco,1,1,3,0
EXP08068,EMP032,HR,Manager,MEAL,239.42,MAD,2026-01-19,MONDAY,0,14,0,Marrakech,Morocco,1,1,7,0
EXP08069,EMP080,Finance,Manager,TRAVEL,432.37,MAD,2026-02-19,THURSDAY,0,17,219,Casablanca,Morocco,1,1,6,0
EXP08070,EMP067,Finance,Manager,HOTEL,846.6,MAD,2026-01-02,FRIDAY,0,12,94,Agadir,Morocco,1,1,5,0
EXP08071,EMP024,Finance,Director,FUEL,246.71,MAD,2026-05-29,FRIDAY,0,11,102,Agadir,Morocco,1,1,4,0
EXP08072,EMP070,IT,Manager,TRAVEL,379.12,MAD,2026-04-03,FRIDAY,0,11,259,Fès,Morocco,1,1,5,0
EXP08073,EMP036,Finance,Director,TRAVEL,476.77,MAD,2026-02-07,SATURDAY,1,15,231,Fès,Morocco,1,0,7,0
EXP08074,EMP097,HR,Junior,TRAVEL,386.35,MAD,2026-03-18,WEDNESDAY,0,8,12,Agadir,Morocco,1,1,7,0
EXP08075,EMP087,Finance,Manager,FUEL,297.45,MAD,2026-05-19,TUESDAY,0,9,242,Rabat,Morocco,1,1,5,0
EXP08076,EMP009,Operations,Junior,OFFICE_SUPPLIES,233.35,MAD,2026-04-04,SATURDAY,1,10,0,Casablanca,Morocco,1,1,2,0
EXP08077,EMP084,HR,Manager,OTHER,244.67,MAD,2026-01-13,TUESDAY,0,16,0,Rabat,Morocco,1,1,6,0
EXP08078,EMP094,Marketing,Manager,MEAL,137.24,MAD,2026-01-21,WEDNESDAY,0,18,0,Tanger,Morocco,1,1,6,0
EXP08079,EMP138,HR,Senior,FUEL,263.41,MAD,2026-03-05,THURSDAY,0,16,54,Tanger,Morocco,1,1,5,0
EXP08080,EMP014,Operations,Manager,MEAL,76.87,MAD,2026-06-01,MONDAY,0,8,0,Rabat,Morocco,1,1,4,0
EXP08081,EMP098,Sales,Director,MEAL,214.69,MAD,2026-04-30,THURSDAY,0,8,0,Fès,Morocco,1,1,2,0
EXP08082,EMP098,Operations,Junior,TRAVEL,429.59,MAD,2026-01-17,SATURDAY,1,12,110,Marrakech,Morocco,1,1,5,0
EXP08083,EMP043,Finance,Director,MEAL,209.41,MAD,2026-03-29,SUNDAY,1,10,0,Casablanca,Morocco,1,0,5,0
EXP08084,EMP076,Finance,Director,MEAL,194.71,MAD,2026-03-23,MONDAY,0,16,0,Casablanca,Morocco,1,1,1,0
EXP08085,EMP108,IT,Junior,TRAVEL,420.07,MAD,2026-06-18,THURSDAY,0,11,13,Fès,Morocco,1,1,3,0
EXP08086,EMP112,Marketing,Manager,HOTEL,829.13,MAD,2026-04-28,TUESDAY,0,19,130,Tanger,Morocco,1,1,4,0
EXP08087,EMP060,Sales,Manager,MEAL,113.55,MAD,2026-06-02,TUESDAY,0,19,0,Agadir,Morocco,1,1,5,0
EXP08088,EMP033,Sales,Junior,FUEL,348.99,MAD,2026-04-08,WEDNESDAY,0,17,163,Fès,Morocco,1,1,1,0
EXP08089,EMP128,Operations,Manager,FUEL,284.66,MAD,2026-04-19,SUNDAY,1,12,199,Fès,Morocco,1,1,6,0
EXP08090,EMP122,HR,Senior,OFFICE_SUPPLIES,215.51,MAD,2026-03-28,SATURDAY,1,17,0,Rabat,Morocco,1,1,6,0
EXP08091,EMP062,HR,Senior,OTHER,226.52,MAD,2026-06-18,THURSDAY,0,9,0,Fès,Morocco,1,1,6,0
EXP08092,EMP107,Marketing,Manager,FUEL,351.75,MAD,2026-01-06,TUESDAY,0,11,236,Tanger,Morocco,1,1,5,0
EXP08093,EMP068,Finance,Senior,MEAL,118.98,MAD,2026-06-02,TUESDAY,0,9,0,Rabat,Morocco,1,1,2,0
EXP08094,EMP072,Marketing,Junior,HOTEL,837.44,MAD,2026-04-11,SATURDAY,1,14,45,Casablanca,Morocco,1,1,5,0
EXP08095,EMP079,Marketing,Junior,MEAL,148.15,MAD,2026-02-08,SUNDAY,1,13,0,Marrakech,Morocco,1,1,4,0
EXP08096,EMP059,Marketing,Junior,MEAL,161.45,MAD,2026-02-15,SUNDAY,1,12,0,Fès,Morocco,1,1,4,0
EXP08097,EMP101,IT,Senior,MEAL,116.21,MAD,2026-05-15,FRIDAY,0,13,0,Agadir,Morocco,1,1,7,0
EXP08098,EMP067,Marketing,Senior,MEAL,146.88,MAD,2026-04-12,SUNDAY,1,8,0,Marrakech,Morocco,1,1,5,0
EXP08099,EMP131,Sales,Junior,TRAVEL,437.75,MAD,2026-01-02,FRIDAY,0,14,50,Tanger,Morocco,1,1,2,0
EXP08100,EMP108,Operations,Junior,FUEL,386.01,MAD,2026-01-29,THURSDAY,0,11,153,Casablanca,Morocco,1,1,4,0
EXP08101,EMP042,Marketing,Junior,TRAVEL,359.81,MAD,2026-01-16,FRIDAY,0,10,83,Marrakech,Morocco,1,1,2,0
EXP08102,EMP105,Finance,Manager,FUEL,265.16,MAD,2026-06-10,WEDNESDAY,0,13,157,Casablanca,Morocco,1,1,3,0
EXP08103,EMP141,IT,Manager,OTHER,220.21,MAD,2026-06-08,MONDAY,0,12,0,Casablanca,Morocco,0,1,4,0
EXP08104,EMP013,Finance,Senior,TRAVEL,426.79,MAD,2026-04-06,MONDAY,0,16,239,Marrakech,Morocco,1,1,4,0
EXP08105,EMP119,Sales,Senior,MEAL,1872.85,MAD,2026-01-21,WEDNESDAY,0,23,0,Agadir,Morocco,0,0,47,1
EXP08106,EMP059,Sales,Junior,MEAL,112.24,MAD,2026-02-17,TUESDAY,0,15,0,Tanger,Morocco,1,1,2,0
EXP08107,EMP141,IT,Director,TRAINING,277.65,MAD,2026-04-18,SATURDAY,1,10,0,Marrakech,Morocco,1,1,6,0
EXP08108,EMP064,Sales,Manager,MEAL,90.33,MAD,2026-01-24,SATURDAY,1,12,0,Rabat,Morocco,1,1,6,0
EXP08109,EMP078,Finance,Manager,TRAVEL,441.0,MAD,2026-03-22,SUNDAY,1,14,25,Tanger,Morocco,1,1,2,0
EXP08110,EMP022,Marketing,Manager,MEAL,164.97,MAD,2026-05-15,FRIDAY,0,15,0,Marrakech,Morocco,1,1,4,0
EXP08111,EMP149,Finance,Director,OFFICE_SUPPLIES,279.79,MAD,2026-02-28,SATURDAY,1,15,0,Agadir,Morocco,1,1,6,0
EXP08112,EMP118,Marketing,Director,TRAVEL,355.32,MAD,2026-01-05,MONDAY,0,16,253,Tanger,Morocco,1,1,1,0
EXP08113,EMP057,Marketing,Manager,MEAL,112.61,MAD,2026-02-27,FRIDAY,0,17,0,Fès,Morocco,1,1,5,0
EXP08114,EMP008,Sales,Junior,MEAL,178.38,MAD,2026-06-02,TUESDAY,0,17,0,Rabat,Morocco,1,1,2,0
EXP08115,EMP031,HR,Director,TRAVEL,351.59,MAD,2026-02-11,WEDNESDAY,0,9,31,Agadir,Morocco,1,1,1,0
EXP08116,EMP059,Sales,Junior,MEAL,177.9,MAD,2026-03-04,WEDNESDAY,0,16,0,Rabat,Morocco,1,1,5,0
EXP08117,EMP035,Sales,Manager,MEAL,48.24,MAD,2026-02-20,FRIDAY,0,18,0,Fès,Morocco,1,1,5,0
EXP08118,EMP029,IT,Manager,MEAL,109.56,MAD,2026-02-04,WEDNESDAY,0,19,0,Casablanca,Morocco,1,1,6,0
EXP08119,EMP002,Sales,Junior,MEAL,206.12,MAD,2026-02-17,TUESDAY,0,16,0,Casablanca,Morocco,1,1,1,0
EXP08120,EMP120,Operations,Director,FUEL,286.23,MAD,2026-01-11,SUNDAY,1,19,136,Rabat,Morocco,0,1,6,0
EXP08121,EMP063,Marketing,Junior,TRAINING,242.37,MAD,2026-05-16,SATURDAY,1,16,0,Casablanca,Morocco,0,1,3,0
EXP08122,EMP044,IT,Director,TRAVEL,333.64,MAD,2026-05-12,TUESDAY,0,10,35,Rabat,Morocco,1,1,1,0
EXP08123,EMP107,Finance,Manager,TRAVEL,419.28,MAD,2026-03-06,FRIDAY,0,12,32,Fès,Morocco,1,1,1,0
EXP08124,EMP085,Finance,Junior,OTHER,276.78,MAD,2026-01-05,MONDAY,0,17,0,Casablanca,Morocco,1,1,6,0
EXP08125,EMP057,IT,Manager,HOTEL,814.85,MAD,2026-03-06,FRIDAY,0,11,39,Agadir,Morocco,1,1,5,0
EXP08126,EMP054,HR,Director,OTHER,246.85,MAD,2026-02-04,WEDNESDAY,0,19,0,Rabat,Morocco,1,1,2,0
EXP08127,EMP027,Marketing,Senior,HOTEL,819.52,MAD,2026-05-03,SUNDAY,1,10,219,Agadir,Morocco,1,1,4,0
EXP08128,EMP051,IT,Director,HOTEL,915.52,MAD,2026-03-23,MONDAY,0,10,227,Fès,Morocco,1,1,4,0
EXP08129,EMP011,IT,Senior,CLIENT_MEETING,229.25,MAD,2026-03-06,FRIDAY,0,8,0,Fès,Morocco,1,1,7,0
EXP08130,EMP098,Operations,Director,MEAL,116.66,MAD,2026-06-19,FRIDAY,0,12,0,Tanger,Morocco,0,1,7,0
EXP08131,EMP081,Sales,Senior,FUEL,305.35,MAD,2026-01-17,SATURDAY,1,15,74,Agadir,Morocco,1,1,6,0
EXP08132,EMP067,IT,Manager,TRAVEL,324.03,MAD,2026-02-03,TUESDAY,0,11,196,Agadir,Morocco,1,1,3,0
EXP08133,EMP056,Marketing,Senior,MEAL,188.71,MAD,2026-01-08,THURSDAY,0,9,0,Marrakech,Morocco,1,1,1,0
EXP08134,EMP058,HR,Senior,HOTEL,813.11,MAD,2026-03-02,MONDAY,0,8,299,Tanger,Morocco,1,1,5,0
EXP08135,EMP012,Finance,Director,MEAL,147.44,MAD,2026-03-18,WEDNESDAY,0,13,0,Agadir,Morocco,1,1,5,0
EXP08136,EMP105,HR,Manager,TRAVEL,331.12,MAD,2026-01-14,WEDNESDAY,0,19,146,Tanger,Morocco,1,1,4,0
EXP08137,EMP039,Operations,Senior,MEAL,146.65,MAD,2026-01-18,SUNDAY,1,13,0,Casablanca,Morocco,1,1,5,0
EXP08138,EMP148,Operations,Senior,FUEL,2205.32,MAD,2026-02-05,THURSDAY,0,23,0,Agadir,Morocco,0,0,42,1
EXP08139,EMP122,HR,Senior,MEAL,205.57,MAD,2026-03-17,TUESDAY,0,13,0,Agadir,Morocco,1,1,1,0
EXP08140,EMP071,HR,Junior,HOTEL,861.49,MAD,2026-02-06,FRIDAY,0,16,10,Casablanca,Morocco,1,1,5,0
EXP08141,EMP148,Finance,Director,FUEL,2457.95,MAD,2026-01-01,THURSDAY,0,23,0,Agadir,Morocco,0,0,58,1
EXP08142,EMP040,IT,Director,FUEL,220.83,MAD,2026-04-21,TUESDAY,0,12,192,Agadir,Morocco,1,1,6,0
EXP08143,EMP150,Finance,Senior,TRAVEL,413.96,MAD,2026-06-24,WEDNESDAY,0,16,86,Marrakech,Morocco,1,1,4,0
EXP08144,EMP122,Sales,Senior,HOTEL,856.14,MAD,2026-03-23,MONDAY,0,17,221,Fès,Morocco,1,1,3,0
EXP08145,EMP009,HR,Director,MEAL,122.61,MAD,2026-01-22,THURSDAY,0,13,0,Agadir,Morocco,1,1,4,0
EXP08146,EMP010,IT,Manager,TRAINING,262.46,MAD,2026-01-18,SUNDAY,1,13,0,Marrakech,Morocco,1,1,1,0
EXP08147,EMP123,Operations,Manager,HOTEL,826.96,MAD,2026-04-03,FRIDAY,0,9,91,Agadir,Morocco,1,1,2,0
EXP08148,EMP044,Marketing,Director,TRAVEL,394.03,MAD,2026-06-30,TUESDAY,0,8,75,Fès,Morocco,1,1,2,0
EXP08149,EMP018,Finance,Senior,CLIENT_MEETING,249.14,MAD,2026-04-24,FRIDAY,0,16,0,Rabat,Morocco,1,1,6,0
EXP08150,EMP095,Operations,Manager,CLIENT_MEETING,233.73,MAD,2026-02-04,WEDNESDAY,0,13,0,Tanger,Morocco,1,1,1,0
EXP08151,EMP024,Finance,Manager,TRAVEL,473.44,MAD,2026-02-15,SUNDAY,1,10,94,Marrakech,Morocco,1,1,1,0
EXP08152,EMP016,Marketing,Junior,TRAVEL,332.86,MAD,2026-06-09,TUESDAY,0,19,271,Rabat,Morocco,1,1,2,0
EXP08153,EMP010,Operations,Director,MEAL,151.99,MAD,2026-02-23,MONDAY,0,12,0,Casablanca,Morocco,1,1,6,0
EXP08154,EMP113,Marketing,Manager,CLIENT_MEETING,241.29,MAD,2026-03-11,WEDNESDAY,0,13,0,Tanger,Morocco,1,1,2,0
EXP08155,EMP075,Marketing,Manager,MEAL,127.87,MAD,2026-02-04,WEDNESDAY,0,19,0,Tanger,Morocco,1,1,6,0
EXP08156,EMP013,Marketing,Senior,OFFICE_SUPPLIES,200.71,MAD,2026-01-21,WEDNESDAY,0,12,0,Casablanca,Morocco,1,1,6,0
EXP08157,EMP125,HR,Junior,MEAL,153.72,MAD,2026-04-24,FRIDAY,0,8,0,Rabat,Morocco,1,1,2,0
EXP08158,EMP069,Sales,Manager,FUEL,327.02,MAD,2026-04-22,WEDNESDAY,0,17,147,Casablanca,Morocco,1,1,7,0
EXP08159,EMP096,IT,Manager,TRAVEL,377.52,MAD,2026-01-29,THURSDAY,0,13,228,Casablanca,Morocco,1,1,7,0
EXP08160,EMP144,Sales,Junior,MEAL,169.01,MAD,2026-05-11,MONDAY,0,14,0,Agadir,Morocco,1,1,5,0
EXP08161,EMP105,IT,Junior,TRAVEL,417.31,MAD,2026-04-04,SATURDAY,1,9,243,Agadir,Morocco,1,1,5,0
EXP08162,EMP057,HR,Manager,HOTEL,874.02,MAD,2026-01-03,SATURDAY,1,18,114,Marrakech,Morocco,1,1,3,0
EXP08163,EMP084,Finance,Junior,HOTEL,874.97,MAD,2026-04-03,FRIDAY,0,11,229,Casablanca,Morocco,1,1,6,0
EXP08164,EMP093,Marketing,Director,TRAVEL,445.8,MAD,2026-03-17,TUESDAY,0,10,1,Rabat,Morocco,1,1,7,0
EXP08165,EMP023,IT,Director,OTHER,263.03,MAD,2026-04-17,FRIDAY,0,15,0,Fès,Morocco,1,1,7,0
EXP08166,EMP058,Sales,Senior,TRAVEL,434.19,MAD,2026-01-26,MONDAY,0,19,43,Rabat,Morocco,1,1,1,0
EXP08167,EMP127,Operations,Manager,HOTEL,774.39,MAD,2026-02-10,TUESDAY,0,11,181,Marrakech,Morocco,1,1,6,0
EXP08168,EMP122,Operations,Manager,TRAVEL,453.94,MAD,2026-04-21,TUESDAY,0,19,171,Casablanca,Morocco,1,1,4,0
EXP08169,EMP150,Finance,Senior,TRAVEL,329.92,MAD,2026-01-21,WEDNESDAY,0,14,112,Rabat,Morocco,1,1,3,0
EXP08170,EMP138,HR,Senior,MEAL,222.07,MAD,2026-02-28,SATURDAY,1,17,0,Agadir,Morocco,1,1,6,0
EXP08171,EMP014,Finance,Senior,FUEL,269.85,MAD,2026-06-29,MONDAY,0,19,25,Agadir,Morocco,1,1,6,0
EXP08172,EMP018,Operations,Junior,TRAVEL,402.19,MAD,2026-01-02,FRIDAY,0,13,48,Agadir,Morocco,1,0,4,0
EXP08173,EMP137,HR,Junior,TRAINING,218.56,MAD,2026-04-16,THURSDAY,0,13,0,Marrakech,Morocco,1,1,5,0
EXP08174,EMP044,Marketing,Senior,CLIENT_MEETING,295.4,MAD,2026-02-21,SATURDAY,1,18,0,Fès,Morocco,1,1,5,0
EXP08175,EMP003,Operations,Junior,MEAL,148.97,MAD,2026-03-11,WEDNESDAY,0,10,0,Marrakech,Morocco,1,1,3,0
EXP08176,EMP107,HR,Director,TRAVEL,392.33,MAD,2026-02-13,FRIDAY,0,19,272,Casablanca,Morocco,1,1,7,0
EXP08177,EMP048,HR,Director,HOTEL,868.97,MAD,2026-03-22,SUNDAY,1,15,233,Fès,Morocco,1,1,7,0
EXP08178,EMP111,Sales,Director,TRAVEL,416.44,MAD,2026-04-13,MONDAY,0,19,136,Agadir,Morocco,1,1,5,0
EXP08179,EMP014,IT,Manager,TRAVEL,7328.92,MAD,2026-02-17,TUESDAY,0,23,10,Marrakech,Morocco,0,0,37,1
EXP08180,EMP037,Operations,Senior,MEAL,155.51,MAD,2026-03-13,FRIDAY,0,10,0,Agadir,Morocco,1,1,3,0
EXP08181,EMP041,Finance,Director,MEAL,132.34,MAD,2026-05-12,TUESDAY,0,11,0,Fès,Morocco,1,1,7,0
EXP08182,EMP118,Sales,Junior,FUEL,244.03,MAD,2026-01-17,SATURDAY,1,15,274,Rabat,Morocco,1,1,5,0
EXP08183,EMP103,Sales,Junior,HOTEL,857.26,MAD,2026-06-26,FRIDAY,0,8,285,Tanger,Morocco,1,0,2,0
EXP08184,EMP076,Operations,Junior,MEAL,204.97,MAD,2026-01-13,TUESDAY,0,9,0,Fès,Morocco,1,1,1,0
EXP08185,EMP125,IT,Senior,TRAVEL,388.76,MAD,2026-03-21,SATURDAY,1,9,245,Tanger,Morocco,1,1,5,0
EXP08186,EMP120,IT,Manager,MEAL,116.72,MAD,2026-06-09,TUESDAY,0,11,0,Rabat,Morocco,1,1,3,0
EXP08187,EMP077,Finance,Director,FUEL,2647.57,MAD,2026-05-20,WEDNESDAY,0,23,0,Rabat,Morocco,0,0,50,1
EXP08188,EMP039,Sales,Director,TRAVEL,423.78,MAD,2026-06-01,MONDAY,0,18,137,Agadir,Morocco,1,1,1,0
EXP08189,EMP121,IT,Manager,TRAVEL,418.34,MAD,2026-03-25,WEDNESDAY,0,11,165,Casablanca,Morocco,1,1,5,0
EXP08190,EMP096,Marketing,Senior,MEAL,180.89,MAD,2026-02-11,WEDNESDAY,0,10,0,Rabat,Morocco,1,1,2,0
EXP08191,EMP076,Operations,Junior,MEAL,218.71,MAD,2026-03-12,THURSDAY,0,8,0,Fès,Morocco,1,1,5,0
EXP08192,EMP036,Sales,Senior,HOTEL,863.65,MAD,2026-05-27,WEDNESDAY,0,11,271,Marrakech,Morocco,1,1,4,0
EXP08193,EMP036,Marketing,Junior,FUEL,337.5,MAD,2026-02-04,WEDNESDAY,0,16,255,Rabat,Morocco,1,1,1,0
EXP08194,EMP047,IT,Junior,OFFICE_SUPPLIES,294.07,MAD,2026-02-08,SUNDAY,1,15,0,Tanger,Morocco,1,0,2,0
EXP08195,EMP132,HR,Manager,HOTEL,822.06,MAD,2026-05-09,SATURDAY,1,8,198,Fès,Morocco,1,1,6,0
EXP08196,EMP029,Marketing,Junior,FUEL,202.94,MAD,2026-06-07,SUNDAY,1,17,259,Marrakech,Morocco,1,1,7,0
EXP08197,EMP076,Finance,Senior,TRAINING,214.99,MAD,2026-03-04,WEDNESDAY,0,8,0,Marrakech,Morocco,1,1,1,0
EXP08198,EMP138,HR,Senior,CLIENT_MEETING,3298.94,MAD,2026-05-02,SATURDAY,1,3,0,Tanger,Morocco,0,0,60,1
EXP08199,EMP012,Marketing,Manager,HOTEL,799.5,MAD,2026-03-03,TUESDAY,0,11,179,Fès,Morocco,1,1,6,0
EXP08200,EMP064,Sales,Manager,MEAL,172.06,MAD,2026-03-04,WEDNESDAY,0,11,0,Casablanca,Morocco,1,1,6,0
EXP08201,EMP133,Marketing,Junior,MEAL,179.03,MAD,2026-05-15,FRIDAY,0,12,0,Rabat,Morocco,1,1,6,0
EXP08202,EMP122,Marketing,Junior,TRAINING,289.76,MAD,2026-03-10,TUESDAY,0,15,0,Tanger,Morocco,1,1,2,0
EXP08203,EMP124,Marketing,Director,TRAVEL,402.63,MAD,2026-03-21,SATURDAY,1,16,186,Agadir,Morocco,1,1,7,0
EXP08204,EMP029,Sales,Director,MEAL,80.16,MAD,2026-04-12,SUNDAY,1,19,0,Casablanca,Morocco,1,1,3,0
EXP08205,EMP128,IT,Manager,FUEL,292.71,MAD,2026-01-27,TUESDAY,0,16,104,Marrakech,Morocco,1,1,2,0
